,game_id,start_time,end_time,time_class,rules,white_username,white_result,black_username,black_result,moves,nMoves
89,1147379006,10/05/2015 08:35,10/05/2015 8:37,blitz,chess,14120631,win,4209192,timeout,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'f3', 'O-O', 'Be3', 'c5', 'dxc5', 'dxc5', 'Qxd8', 'Rxd8', 'Bxc5', 'Nc6', 'Ba3', 'Be6', 'Nd5', 'Nd7', 'Nxe7+', 'Nxe7', 'Bxe7', 'Bxb2', 'Rb1', 'Bc3+', 'Kf2', 'Bd4+', 'Kg3', 'Re8', 'Ba3', 'b6', 'Ne2', 'Be5+', 'f4', 'Bc7', 'Nc3', 'g5', 'Bc1', 'h5', 'h4', 'gxf4+', 'Bxf4', 'Rac8', 'Nd5', 'Bxf4+', 'Kxf4', 'Kh7', 'Be2', 'Kh6', 'Bf3', 'Rxc4', 'Rbc1', 'Ra4', 'Rcd1', 'Nc5', 'Rd2', 'Bxd5', 'Rxd5', 'Nxe4', 'Bxe4', 'Rexe4+', 'Kg3', 'Rg4+', 'Kf3', 'Raf4+', 'Ke3', 'Re4+', 'Kd3', 'Ra4', 'Rf1', 'Ra3+', 'Kc2', 'Rxg2+', 'Kb1', 'Raxa2', 'Rxf7', 'Rab2+', 'Kc1', 'Rbc2+', 'Kd1', 'Rc6', 'Rdf5', 'Rgg6', 'Rd5', 'Rgd6', 'Rf5', 'Rxd5+', 'Rxd5', 'a5', 'Kd2', 'a4', 'Kd3', 'a3', 'Rd4', 'b5', 'Re4', 'Rc4', 'Re1', 'Rxh4', 'Ra1', 'b4', 'Ke3', 'Rh3+', 'Kf4', 'Rh2', 'Rd1', 'Rb2', 'Rd6+', 'Kg7', 'Rd7+', 'Kf6', 'Ra7', 'a2', 'Ra6+', 'Ke7', 'Ke5', 'Re2+', 'Kd5', 'b3', 'Ra8', 'Kf6', 'Ra6+', 'Kg5', 'Ra5', 'Rd2+', 'Kc4+', 'Kh4', 'Kxb3', 'Kg3', 'Rg5+', 'Kh4', 'Rg1', 'Rf2', 'Rh1+', 'Kg3', 'Rg1+', 'Rg2', 'Re1', 'h4', 'Re3+', '1-0']",144
90,1147382577,10/05/2015 08:37,10/05/2015 8:39,blitz,chess,13500171,win,10615873,resigned,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'Qxd4', 'Nc6', 'Bb5', 'Qa5+', 'Nc3', 'Qxb5', 'Nxb5', 'Nxd4', 'Nfxd4', 'Kd7', 'Be3', 'e6', 'O-O-O', 'a6', 'Nc3', 'Kc7', 'f4', 'Nf6', 'h3', 'Be7', 'g4', 'Nd7', 'g5', 'Nb6', 'f5', 'Nc4', 'Bf2', 'b5', 'h4', 'Bd7', 'b3', 'Ne5', 'Bg3', 'Rhd8', 'Rhf1', 'Be8', 'fxe6', 'f6', 'Nf5', 'Nc6', 'Nd5+', 'Kb7', 'Nfxe7', 'Nxe7', 'Nxe7', 'Rdc8', 'Nxc8', 'Rxc8', 'gxf6', 'gxf6', 'Rxf6', 'Bg6', 'Rxg6', 'hxg6', 'Bxd6', 'Rc3', 'e5', 'Rh3', 'e7', '1-0']",66
91,1147383828,10/05/2015 08:37,10/05/2015 8:42,blitz,chess,4109864,resigned,4130510,win,"['d4', 'c5', 'd5', 'e5', 'dxe6', 'fxe6', 'c4', 'Nf6', 'e3', 'd5', 'cxd5', 'exd5', 'Nf3', 'Nc6', 'Nc3', 'Be7', 'a3', 'O-O', 'h3', 'Kh8', 'Bb5', 'Be6', 'O-O', 'a6', 'Ba4', 'b5', 'Bc2', 'Qc7', 'Bb1', 'Rad8', 'Ne2', 'Bg8', 'Nf4', 'd4', 'exd4', 'cxd4', 'Nd3', 'Bd6', 'Ba2', 'Bxa2', 'Rxa2', 'Qf7', 'Ra1', 'Bb8', 'Bg5', 'h6', 'Bf4', 'Bxf4', 'Nxf4', 'Ne4', 'Nd3', 'Qd5', 'Rc1', 'Na5', 'Re1', 'Nc4', 'Qe2', 'Rde8', 'Nh4', 'Kh7', 'Qg4', 'Ng5', 'Qf5+', 'Rxf5', '0-1']",65
92,1147396846,10/05/2015 09:05,10/05/2015 9:09,blitz,chess,1520628,timeout,8600546,win,"['d4', 'e6', 'Nf3', 'Nf6', 'Bg5', 'Be7', 'c3', 'b6', 'Nbd2', 'Bb7', 'e3', 'c5', 'Bd3', 'd5', 'O-O', 'Nbd7', 'Ne5', 'Nxe5', 'dxe5', 'Nd7', 'Bxe7', 'Qxe7', 'Qg4', 'f5', 'exf6', 'gxf6', 'e4', 'Ne5', 'Qh5+', 'Qf7', 'Bb5+', 'Ke7', 'Qxf7+', 'Kxf7', 'exd5', 'exd5', 'f4', 'Ng4', 'Rae1', 'a6', 'Bd7', 'Nh6', 'Be6+', 'Kg7', 'Re3', 'Rhd8', 'Rg3+', 'Kh8', 'f5', 'Bc8', 'Re3', 'Re8', 'Rfe1', 'Nxf5', 'Bxf5', 'Rxe3', 'Rxe3', 'Bxf5', 'Rf3', 'Bg6', 'Rxf6', 'b5', 'Rd6', 'Bf7', 'Nf3', 'a5', 'Ne5', 'Bg8', 'Ng4', 'd4', 'cxd4', 'cxd4', 'a3', 'Rc8', 'Rxd4', 'Rc1+', 'Kf2', 'Rc2+', 'Kg3', 'Rxb2', 'Rd8', 'Kg7', 'Rd7+', 'Kg6', 'Ra7', 'a4', 'Ne5+', 'Kf5', 'Nf3', 'Rb3', 'Rb7', 'Bc4', 'Rxh7', 'Rxa3', 'h4', 'Rxf3+', 'gxf3', 'a3', 'Ra7', 'a2', 'h5', 'Kg5', 'f4+', 'Kxh5', 'Kf3', 'b4', 'Ke4', 'b3', 'Kd4', 'b2', 'Kxc4', 'b1=Q', 'Ra6', 'a1=Q', 'Rxa1', 'Qxa1', 'Kd3', 'Kg4', '0-1']",119
93,1147409552,10/05/2015 09:27,10/05/2015 9:31,blitz,chess,14113376,win,2004879,resigned,"['c4', 'Nf6', 'Nc3', 'g6', 'g3', 'Bg7', 'Bg2', 'd6', 'Nf3', 'O-O', 'O-O', 'e5', 'b4', 'a5', 'b5', 'h6', 'Rb1', 'Nbd7', 'd3', 'Nc5', 'Ne1', 'Be6', 'Ba3', 'Nfd7', 'Nc2', 'f5', 'Qd2', 'Qf6', 'Ne3', 'Rae8', 'Ned5', 'Qd8', 'b6', 'cxb6', 'Nb5', 'Nf6', 'Nbc7', 'Nxd5', 'Nxe8', 'Qxe8', 'cxd5', 'Bc8', 'Rxb6', 'Qa4', 'Bxc5', 'dxc5', 'Rc1', 'f4', 'Rxc5', 'fxg3', 'hxg3', 'Qd4', 'Qe3', 'Qa1+', 'Rc1', 'Qxa2', 'Rxg6', 'a4', 'Qxe5', 'Rf7', 'Rxc8+', 'Kh7', 'Qe4', '1-0']",64
94,1147412830,10/05/2015 09:29,10/05/2015 9:34,blitz,chess,761427,win,4671660,resigned,"['e4', 'e6', 'd4', 'd5', 'Nd2', 'Nf6', 'e5', 'Nfd7', 'f4', 'c5', 'c3', 'Nc6', 'Ndf3', 'Qb6', 'h4', 'cxd4', 'cxd4', 'Bb4+', 'Kf2', 'O-O', 'g3', 'f6', 'Kg2', 'fxe5', 'fxe5', 'a6', 'Ne2', 'Rxf3', 'Kxf3', 'Ndxe5+', 'dxe5', 'Nxe5+', 'Kg2', 'Bd7', 'Qd4', 'Qd6', 'Bf4', '1-0']",38
95,1147414913,10/05/2015 09:37,10/05/2015 9:41,blitz,chess,1001884,timeout,20610017,win,"['e4', 'c5', 'Nf3', 'e6', 'd4', 'd5', 'dxc5', 'Bxc5', 'Bb5+', 'Nc6', 'O-O', 'Ne7', 'exd5', 'exd5', 'Nc3', 'O-O', 'Bg5', 'Be6', 'Qe2', 'h6', 'Bh4', 'a6', 'Ba4', 'Nd4', 'Qd3', 'Bf5', 'Qd1', 'Bg4', 'Re1', 'Bxf3', 'gxf3', 'Qc7', 'Bxe7', 'Bxe7', 'Nxd5', 'Qc4', 'Nxe7+', 'Kh8', 'Bb3', 'Nxb3', 'cxb3', 'Qh4', 'Qd7', 'Qg5+', 'Qg4', 'Qc5', 'Nf5', 'Rg8', 'Re7', 'g6', 'Qd4+', 'Qxd4', 'Nxd4', 'Rae8', 'Rxf7', 'Rd8', 'Ne6', 'Rde8', 'Nc5', 'Rg7', 'Rxb7', 'Rxb7', 'Nxb7', 'Rb8', 'Nc5', 'Rb5', 'Nxa6', 'Ra5', 'Nb4', 'Rg5+', 'Kf1', 'Rf5', 'Nd3', 'Rh5', 'Ne5', 'Rxe5', 'a4', 'Rh5', 'a5', 'Rxh2', 'Ke2', 'Rh5', 'a6', 'Re5+', 'Kd3', 'Re8', 'Kc4', 'Ra8', 'a7', 'Rc8+', 'Kb5', 'Ra8', 'Ka6', 'Kg7', 'Kb7', 'Re8', 'a8=Q', 'Re7+', '0-1']",99
96,1147418531,10/05/2015 09:41,10/05/2015 9:46,blitz,chess,1402048,resigned,4173805,win,"['e4', 'e6', 'd4', 'd5', 'Nd2', 'dxe4', 'Nxe4', 'Nd7', 'Nf3', 'Ngf6', 'Ng3', 'Be7', 'Bd3', 'O-O', 'O-O', 'b6', 'Qe2', 'Bb7', 'Ne5', 'c5', 'c3', 'cxd4', 'cxd4', 'Rc8', 'Rd1', 'Nd5', 'Nh5', 'N7f6', 'a3', 'Nxh5', 'Qxh5', 'Nf6', 'Qh3', 'Be4', 'Be3', 'Qd5', 'f3', 'Bxd3', 'Nxd3', 'Qb3', 'Bf4', 'Nd5', 'Be5', 'Ne3', 'Rd2', 'Rc2', 'Qg3', 'Nf5', 'Qg5', 'Bxg5', '0-1']",51
97,1147421533,10/05/2015 09:46,10/05/2015 9:50,blitz,chess,4164113,win,7600151,resigned,"['e4', 'd6', 'd4', 'Nd7', 'Bd3', 'c6', 'f4', 'e5', 'c3', 'Ngf6', 'Nf3', 'Qc7', 'O-O', 'Be7', 'Qe1', 'O-O', 'fxe5', 'dxe5', 'Bg5', 'Qb6', 'Nbd2', 'Qxb2', 'Nc4', 'Qb5', 'Ncxe5', 'Qb6', 'Nxd7', 'Bxd7', 'Ne5', 'Qc7', 'Qh4', 'c5', 'Nxd7', 'Qxd7', 'e5', 'h6', 'Bxf6', 'gxf6', 'exf6', 'cxd4', 'Qg3+', '1-0']",42
98,1147423667,10/05/2015 09:50,10/05/2015 9:52,blitz,chess,1511599,resigned,24107530,win,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'Nf6', 'dxc5', 'Qa5+', 'c3', 'Nxe4', 'Qa4+', 'Qxa4', '0-1']",13
99,1147424206,10/05/2015 09:53,10/05/2015 9:58,blitz,chess,12505927,win,13403672,timeout,"['Nf3', 'Nf6', 'c4', 'g6', 'g3', 'Bg7', 'Bg2', 'd6', 'Nc3', 'O-O', 'd3', 'e5', 'Bg5', 'h6', 'Bxf6', 'Bxf6', 'O-O', 'Bg7', 'Rb1', 'a5', 'a3', 'f5', 'Qc2', 'Nd7', 'b4', 'axb4', 'axb4', 'Nf6', 'b5', 'Be6', 'Nd2', 'Rb8', 'Nd5', 'Nxd5', 'cxd5', 'Bd7', 'Rfc1', 'Rc8', 'Rb4', 'Rf7', 'Qb3', 'f4', 'Rbc4', 'fxg3', 'hxg3', 'Be8', 'b6', 'c6', 'dxc6', 'Bxc6', 'Bxc6', 'bxc6', 'Rxc6', 'Rb8', 'Rc7', 'd5', 'Rxf7', 'Kxf7', 'Rc7+', 'Kf8', 'Qb4+', 'Kg8', 'Qc5', 'Bf8', 'Qc6', 'Qd6', 'Nf3', 'e4', 'Nd4', 'e3', 'Qxd6', 'Bxd6', 'Rc6', 'exf2+', 'Kxf2', 'Be5', 'Nf3', 'Bb2', 'Rxg6+', '1-0']",80
100,1147427522,10/05/2015 09:58,10/05/2015 10:03,blitz,chess,4401034,win,7901780,timeout,"['e4', 'c5', 'd4', 'cxd4', 'Nf3', 'd6', 'Nxd4', 'Nf6', 'Nc3', 'g6', 'Be2', 'Bg7', 'g4', 'O-O', 'g5', 'Nfd7', 'Be3', 'Nc6', 'Qd2', 'Nde5', 'f4', 'Nxd4', 'Bxd4', 'Nc6', 'Bxg7', 'Kxg7', 'O-O-O', 'f6', 'h4', 'fxg5', 'fxg5', 'Be6', 'h5', 'Qa5', 'Kb1', 'Ne5', 'h6+', 'Kg8', 'Rdf1', 'b5', 'Bxb5', 'Rfb8', 'Ba4', 'Rxb2+', 'Kxb2', 'Nc4+', 'Kc1', 'Nxd2', 'Kxd2', 'Rc8', 'Rf3', 'Rxc3', 'Rxc3', 'Qxa4', 'Re1', 'Qxa2', 'e5', 'Qd5+', 'Rd3', 'Qa5+', 'Kd1', 'Bg4+', 'Kc1', 'Qxe1+', 'Kb2', 'Qb4+', 'Rb3', 'Qd4+', 'Ka3', 'dxe5', 'Rb8+', 'Kf7', 'Rb4', 'Qc5', 'c4', 'Be2', 'Kb3', 'Bxc4+', 'Rxc4', 'Qb5+', 'Kc3', 'e4', 'Rxe4', 'a5', 'Rf4+', 'Ke6', 'Re4+', 'Kf5', 'Rc4', 'a4', 'Rd4', '1-0']",92
101,1147430439,10/05/2015 10:04,10/05/2015 10:08,blitz,chess,34137944,win,401927,resigned,"['d4', 'Nf6', 'Nf3', 'g6', 'Bf4', 'Bg7', 'Nc3', 'O-O', 'e4', 'd6', 'e5', 'Nh5', 'Bg5', 'h6', 'Be3', 'dxe5', 'dxe5', 'Qxd1+', 'Rxd1', 'c6', 'Be2', 'Be6', 'h3', 'Nd7', 'g4', 'Ng3', 'fxg3', 'Nxe5', 'Nxe5', 'Bxe5', 'Bf4', 'Bf6', 'Bxh6', 'Rfc8', 'O-O', 'b5', 'Bf3', 'b4', 'Ne4', 'Bxb2', 'Nc5', 'Bc4', 'Rfe1', 'e5', 'Nd7', 'Kh7', 'Bg5', 'Bc3', 'Bd2', 'Bd4+', 'Kg2', 'Rc7', 'Nxe5', 'Bxa2', 'Nxc6', '1-0']",56
102,1147432906,10/05/2015 10:06,10/05/2015 10:11,blitz,chess,3517497,checkmated,12997145,win,"['e4', 'c5', 'Nf3', 'Nc6', 'd4', 'cxd4', 'Nxd4', 'g6', 'c4', 'Bg7', 'Nc2', 'Nf6', 'Nc3', 'O-O', 'Be2', 'd6', 'O-O', 'e5', 'Bg5', 'h6', 'Bd2', 'Be6', 'Ne3', 'Nd4', 'Bd3', 'h5', 'b3', 'a6', 'f4', 'exf4', 'Rxf4', 'Qd7', 'Rc1', 'Rae8', 'Qf1', 'Ng4', 'Ned5', 'Bxd5', 'exd5', 'Be5', 'Re4', 'Bxh2+', 'Kh1', 'Nf5', 'Rxe8', 'Ng3#', '0-1']",47
103,1147435025,10/05/2015 10:12,10/05/2015 10:14,blitz,chess,24605271,win,13400754,checkmated,"['e4', 'g6', 'd4', 'Bg7', 'f4', 'd6', 'Nf3', 'Nc6', 'c3', 'Bg4', 'Bd3', 'e5', 'fxe5', 'dxe5', 'd5', 'Nce7', 'O-O', 'f5', 'h3', 'Bxf3', 'Qxf3', 'f4', 'g3', 'g5', 'Qh5+', 'Kf8', 'Qxg5', 'Bf6', 'Qh5', 'fxg3', 'Bg5', 'Kg7', 'Rxf6', 'Nxf6', 'Qh6+', 'Kf7', 'Qxf6+', 'Kg8', 'Bh6', 'Nf5', 'Qxf5', 'Qh4', 'Qe6#', '1-0']",44
104,1147436559,10/05/2015 10:16,10/05/2015 10:20,blitz,chess,1105604,win,36011347,timeout,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'Qxd4', 'Nc6', 'Bb5', 'Qb6', 'Qxb6', 'axb6', 'Nc3', 'Bd7', 'Nd5', 'Kd8', 'Nxb6', 'Ra5', 'Bd3', 'h6', 'O-O', 'Nf6', 'Bd2', 'Ra7', 'h3', 'g5', 'a4', 'Bg7', 'Be3', 'Ra5', 'c3', 'g4', 'hxg4', 'Nxg4', 'b4', 'Nxe3', 'fxe3', 'Rh5', 'Nd4', 'Ne5', 'Be2', 'Rg5', 'Nxd7', 'Kxd7', 'Nf5', 'Bf6', 'a5', 'Rc8', 'Rfc1', 'e6', 'Nd4', 'Rcg8', 'Bf1', 'Rg3', 'Kf2', 'R3g6', 'a6', 'Bh4+', 'Ke2', 'bxa6', 'Rxa6', 'Ke7', 'Ra7+', 'Kf6', 'Nf3', 'Rxg2+', 'Bxg2', 'Rxg2+', 'Kd1', 'Nxf3', 'Rca1', 'Rd2+', 'Kc1', 'Rd3', 'Kb2', 'Rxe3', 'Rf1', 'Kg6', 'b5', 'Re2+', 'Ka3', 'Ne5', 'Rb1', 'Bf2', 'Ra6', 'Nc4+', 'Kb3', 'Nb6', 'Rf1', 'Nd7', 'Rxd6', 'Nc5+', 'Kc4', 'Nxe4', 'Rd3', 'f5', 'Rxf2', 'Rxf2', 'b6', 'Rb2', 'Rd8', 'h5', 'Rb8', 'h4', 'Kd4', 'Kf6', 'Rf8+', 'Ke7', 'Rh8', 'Rxb6', 'Rh7+', 'Kf6', 'Rxh4', '1-0']",114
105,1147439980,10/05/2015 10:23,10/05/2015 10:26,blitz,chess,3202569,timeout,2109140,win,"['d4', 'c5', 'd5', 'b5', 'e4', 'a6', 'a4', 'b4', 'a5', 'g6', 'Nd2', 'Bg7', 'Ngf3', 'd6', 'h3', 'Nd7', 'Be2', 'Ngf6', 'O-O', 'O-O', 'Re1', 'e6', 'dxe6', 'fxe6', 'Bf1', 'Qe7', 'Nc4', 'Ne8', 'Bg5', 'Ndf6', 'Nb6', 'Rb8', 'Nxc8', 'Rxc8', 'Bxa6', 'Ra8', 'Bb7', 'Qxb7', 'e5', 'Ne4', 'a6', 'Qc6', 'Be7', 'Rf7', 'exd6', 'N8xd6', 'Bxd6', 'Nxd6', 'Rxe6', 'Rd7', 'Qd3', 'c4', 'Qe2', 'Rxa6', 'Rd1', 'Qc7', 'Ng5', 'Ra8', 'Rexd6', 'Rxd6', 'Rxd6', 'Ra1+', 'Rd1', 'Rxd1+', 'Qxd1', 'Qe5', 'Qd8+', 'Bf8', 'g3', 'h6', 'Nf3', 'Qe4', 'Nd4', 'Qe7', 'Qd5+', 'Kh7', 'Qxc4', 'Bg7', 'c3', 'bxc3', 'bxc3', 'Qe1+', '0-1']",83
106,1147447421,10/05/2015 10:35,10/05/2015 10:40,blitz,chess,4110110,win,24622281,timeout,"['e4', 'c5', 'Nf3', 'e6', 'd4', 'cxd4', 'Nxd4', 'a6', 'Bd3', 'Qc7', 'c4', 'Nf6', 'O-O', 'Bc5', 'Nc2', 'Ba7', 'b3', 'Nc6', 'Bb2', 'Ne5', 'h3', 'd6', 'Kh1', 'Bd7', 'f4', 'Nxd3', 'Qxd3', 'Bc6', 'Nd2', 'h5', 'Rad1', 'h4', 'Nd4', 'Nh5', 'Rfe1', 'Ng3+', 'Kh2', 'O-O-O', 'Nxc6', 'Qxc6', 'Nf3', 'f5', 'exf5', 'exf5', 'Nxh4', 'Ne4', 'Nxf5', 'Nf2', 'Ne7+', 'Kc7', 'Nxc6', 'Nxd3', 'Rxd3', 'Kxc6', 'Re6', 'Rhf8', 'Bxg7', 'Rxf4', 'Be5', 'Rf2', 'Rexd6+', 'Rxd6', 'Rxd6+', 'Kc5', 'Rd5+', 'Kb4', 'Bd4', 'Bb8+', 'Kg1', 'Rxa2', 'h4', 'Bg3', 'h5', 'Rc2', 'Bc5+', '1-0']",76
107,1147477259,10/05/2015 11:27,10/05/2015 11:32,blitz,chess,4144635,win,24111643,checkmated,"['e4', 'e6', 'd4', 'd5', 'e5', 'c5', 'c3', 'Nc6', 'Nf3', 'Qb6', 'a3', 'a5', 'a4', 'f6', 'Bb5', 'Bd7', 'O-O', 'O-O-O', 'Na3', 'fxe5', 'Bxc6', 'Bxc6', 'Nxe5', 'Qc7', 'Nb5', 'Bxb5', 'axb5', 'Bd6', 'b6', 'Qe7', 'Bf4', 'g5', 'Bg3', 'Nf6', 'Rxa5', 'Bxe5', 'Bxe5', 'c4', 'Qa4', 'Rd6', 'Ra8#', '1-0']",42
108,1147479351,10/05/2015 11:31,10/05/2015 11:35,blitz,chess,304751,resigned,13605348,win,"['e4', 'd5', 'exd5', 'Qxd5', 'Nf3', 'Nc6', 'Be2', 'Bg4', 'd4', 'O-O-O', 'c4', 'Qh5', 'Be3', 'e5', 'Nxe5', 'Nxe5', 'Qa4', 'Bxe2', 'Qxa7', 'Bb4+', 'Nc3', 'Nc6', 'Qa8+', 'Nb8', 'a3', 'Bxc3+', 'bxc3', 'Bxc4', 'f3', 'Nf6', 'Rb1', 'Ba6', 'Kf2', 'Rhe8', 'Rhe1', 'Qxh2', 'd5', 'Nxd5', 'Ba7', 'Qh4+', 'Kg1', 'Rxe1+', 'Rxe1', 'Qxe1+', 'Kh2', 'Qe5+', '0-1']",47
109,1147481086,10/05/2015 11:40,10/05/2015 11:42,blitz,chess,4209982,timeout,4142420,win,"['e4', 'c5', 'Nf3', 'Nc6', 'd4', 'cxd4', 'Nxd4', 'g6', 'Nxc6', 'bxc6', 'Qd4', 'Nf6', 'e5', 'Nd5', 'e6', 'Nf6', 'exf7+', 'Kxf7', 'Nc3', 'Bg7', 'Bg5', 'Re8', 'Bc4+', 'Kf8', 'O-O-O', 'd5', 'Qh4', 'Qa5', 'Bb3', 'Kg8', 'Rhe1', 'Rb8', 'Rxe7', 'Rxe7', 'Bxf6', 'Bxf6', 'Qxf6', 'Re6', 'Qf4', 'Rb4', 'Qg5', 'Kg7', 'f4', 'Qc5', 'Qd8', 'Ba6', 'f5', 'Qe3+', 'Kb1', 'gxf5', 'Qd7+', 'Kg6', 'Nxd5', 'cxd5', 'Bxd5', 'Rf6', 'h4', 'Qe5', 'h5+', 'Kh6', 'b3', 'Be2', 'Rd2', 'Rd4', 'Rxd4', 'Qxd4', 'Qe7', 'Bxh5', 'Bc4', 'Bg6', 'Bd3', 'f4', 'Bxg6', 'hxg6', 'Qf8+', 'Rxf8', 'a4', 'f3', 'Ka2', 'Qb2+', '0-1']",81
110,1147484774,10/05/2015 11:40,10/05/2015 11:45,blitz,chess,25073141,win,14103290,resigned,"['e4', 'e6', 'd4', 'd5', 'e5', 'c5', 'c3', 'cxd4', 'cxd4', 'Nc6', 'Nf3', 'Bd7', 'Nc3', 'Qb6', 'Be2', 'Nge7', 'O-O', 'Nf5', 'Be3', 'Bb4', 'Na4', 'Qc7', 'Rc1', 'Rc8', 'a3', 'Be7', 'b4', 'Qd8', 'Nc5', 'Bxc5', 'dxc5', 'O-O', 'Bg5', 'Qc7', 'g4', 'Nfe7', 'b5', 'Ng6', 'bxc6', 'Bxc6', 'Qd4', 'f6', 'exf6', 'e5', 'Qd2', 'gxf6', 'Bh6', 'Rf7', 'Rfe1', 'e4', 'Nd4', 'Ne5', 'Nf5', 'Rd8', 'Bf4', 'Bd7', 'Nh6+', '1-0']",58
111,1147486621,10/05/2015 11:49,10/05/2015 11:52,blitz,chess,3601552,win,14000679,timeout,"['e4', 'd5', 'exd5', 'Qxd5', 'd4', 'Nc6', 'Nf3', 'Bg4', 'Be2', 'O-O-O', 'c3', 'e5', 'Nxe5', 'Bxe2', 'Qxe2', 'Nxe5', 'dxe5', 'f6', 'O-O', 'fxe5', 'Be3', 'Kb8', 'Nd2', 'Nf6', 'Rfd1', 'Qc6', 'Nf3', 'Bd6', 'h3', 'h6', 'Rd3', 'e4', 'Nd4', 'Qa6', 'Rd2', 'Qxe2', 'Rxe2', 'a6', 'Nc2', 'Rhe8', 'Bd4', 'c5', 'Bxf6', 'gxf6', 'Rae1', 'f5', 'Ne3', 'Rf8', 'Nd5', 'Be5', 'c4', 'Bd4', 'Kf1', 'b5', 'b3', 'b4', 'Nf4', 'Rd6', 'g3', 'Kb7', 'Kg2', 'a5', 'f3', 'Bc3', 'Rf1', 'exf3+', 'Rxf3', 'a4', 'Nd5', 'Bd4', 'g4', 'axb3', 'axb3', 'Rxd5', 'cxd5', 'f4', 'Re4', 'Ra8', 'Rexf4', 'Ra2+', 'Kf1', 'Ra1+', 'Ke2', 'Ra2+', 'Kd3', 'Kb6', 'Rxd4', 'cxd4', 'Kxd4', 'Rc2', 'Rd3', 'Kc7', 'Ke5', 'Kd7', 'Rd4', 'Re2+', 'Kf5', 'Re3', 'Rxb4', 'Rxh3', 'Ke5', 'Re3+', 'Kf6', 'Kd6', 'Kg6', 'Rh3', 'Rd4', 'Ke5', 'Rd2', 'Kd6', 'b4', 'Rh4', 'b5', 'Rxg4+', 'Kxh6', 'Rb4', 'b6', 'Rxb6', 'Kg5', 'Rb4', 'Kf5', 'Rb5', 'Kg5', 'Rxd5+', 'Kg6', '1-0']",126
112,1147490418,10/05/2015 11:55,10/05/2015 11:58,blitz,chess,1121510,win,14000709,resigned,"['d4', 'd6', 'c4', 'e5', 'd5', 'f5', 'Nc3', 'Nf6', 'f4', 'e4', 'Nh3', 'g6', 'Nf2', 'Bg7', 'Be3', 'O-O', 'h3', 'a5', 'Rg1', 'h5', 'Bd4', 'Nbd7', 'g4', 'hxg4', 'hxg4', 'b6', 'gxf5', 'gxf5', 'e3', 'Nc5', 'Nh3', 'Ng4', 'Bxg7', 'Kxg7', 'Ng5', 'Qf6', 'Qd2', 'Bd7', 'Be2', 'Rh8', 'O-O-O', 'Nd3+', 'Bxd3', 'exd3', 'e4', 'Rh2', 'Qxd3', 'fxe4', 'Ngxe4', 'Qxf4+', 'Kb1', 'Bf5', 'Qd4+', 'Qe5', 'Qxe5+', 'dxe5', 'Ka1', 'Kg6', 'Ng3', 'Rah8', 'Nb5', 'Ne3', 'Nxf5+', 'Kxf5', 'Rc1', 'R8h7', 'a3', 'a4', 'Rc3', 'Nc2+', 'Kb1', 'Nd4', 'Rf1+', 'Ke4', 'Re1+', 'Kf5', 'Nxd4+', 'exd4', 'Rf3+', 'Kg4', 'Rd3', 'Rh1', 'Rxd4+', 'Kf3', 'Rxh1', 'Rxh1+', 'Kc2', 'Rh2+', 'Kc3', 'Ke2', 'Re4+', 'Kd1', 'Re7', 'Rh3+', 'Kb4', 'Kc2', 'Kxa4', 'Kxb2', 'Rxc7', 'Rxa3+', 'Kb5', 'Rb3+', 'Ka6', 'Kc3', 'd6', 'Kb4', 'Kxb6', 'Rd3', 'Kc6', '1-0']",110
113,1147494017,10/05/2015 12:01,10/05/2015 12:03,blitz,chess,600512,resigned,13903110,win,"['e4', 'd5', 'exd5', 'Qxd5', 'd4', 'Nc6', 'Ne2', 'Bg4', 'f3', 'Bf5', 'Nbc3', 'Qd7', 'd5', 'Ne5', 'Bf4', 'Ng6', 'Bg3', 'O-O-O', 'Qd4', 'Kb8', 'O-O-O', 'Nf6', 'h4', 'h5', 'Bf2', 'b6', 'Ng3', 'e5', 'Qc4', 'Nf4', 'Qa6', 'N4xd5', 'Nxf5', 'Qxf5', 'Nb5', 'Qf4+', 'Rd2', 'Qxd2+', 'Kxd2', 'Nb4+', 'Kc1', 'Nxa6', 'Bc4', 'Bc5', '0-1']",45
