Fide id,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating,Inactive_flag,firstName,lastName
13703544,KAZ,F,2000,International_Master,2478,2462,2409,wa,Abdumalik, Zhansaya
13708694,KAZ,F,2004,FIDE_Master,2378,2321,2232,wa,Assaubayeva, Bibisara
13704788,KAZ,F,1991,International_Master,2328,2270,2185,wa,Nakhbayeva, Guliskhan
13702971,KAZ,F,1988,WGM,2319,2184,2205,wa,Dauletova, Gulmira
13702122,KAZ,F,1983,WGM,2315,2323,1925,wi,Duisenova, Madina
13701037,KAZ,F,1983,WGM,2291,1931,2323,wa,Sergeyeva, Mariya
13700081,KAZ,F,1964,WGM,2245,2208,2233,wi,Khasanova, Flyura
13703595,KAZ,F,1989,WGM,2235,2226,2115,wa,Davletbayeva, Madina
13702114,KAZ,F,1962,WGM,2076,1989,1946,wa,Ankudinova, Yelena
11601876,LVA,F,1988,WGM,2297,2285,2129,wa,Rogule, Laura
11601124,LVA,F,1981,WGM,2279,2204,2232,wa,Reizniece-Ozola, Dana
11601345,LVA,F,1984,WGM,2192,2090,2137,wa,Berzina, Ilze
11600250,LVA,F,1962,International_Master,2192,1931,1925,wi,Rause, Olita
11600241,LVA,F,1966,WGM,2116,2090,1925,wi,Erneste, Inguna
11602589,LVA,F,1954,WGM,1975,2083,1925,wi,Vilerte, Tamara
12801259,LTU,F,1983,Grand_Master,2538,2394,2435,wi,Cmilyte, Viktorija
12802859,LTU,F,1989,International_Master,2400,2362,2285,wa,Daulyte-Cornette, Deimante
2014599,LTU,F,1967,WGM,2133,2123,2105,wa,Baginskaite, Kamile
4000510,LUX,F,1965,WGM,2326,2326,2340,wa,Berend, Elvira
13900285,LUX,F,1976,WGM,2247,2313,2240,wa,Wagener, Anna
13900129,MDA,F,1951,WGM,2161,2121,2123,wi,Agababean, Naira
13900102,MDA,F,1963,WGM,2158,2114,2151,wa,Sheremetieva, Marina
13900382,MDA,F,1977,WGM,2092,1931,1925,wi,Smokina, Karolina
13901001,MDA,F,1984,WGM,2079,2082,1938,wa,Partac, Elena
13900196,MDA,F,1974,International_Master,2030,2052,2014,wa,Petrenko, Svetlana
4900758,MNG,F,1987,International_Master,2428,2364,2285,wa,Munguntuul, Batkhuyag
4900782,MNG,F,2000,International_Master,2383,2235,2188,wa,Nomin-Erdene, Davaademberel
4900839,MNG,F,1986,International_Master,2356,2311,2295,wi,Batchimeg, Tuvshintugs
4900227,MNG,F,1998,WGM,2288,1995,1966,wi,Uuriintuya, Uurtsaikh
4901444,MNG,F,1994,WGM,2228,2039,2059,wa,Enkhtuul, Altan-Ulzii
4902661,MNG,F,2001,FIDE_Master,2126,1655,1745,wi,Amina, Battsooj
4902122,MNG,F,1995,FIDE_Master,2111,1889,1958,wa,Khulan, Enkhsaikhan
4903188,MNG,F,2002,FIDE_Master,2020,1771,1836,wa,Ulziikhishigjargal, Ochirkhuyag
14107449,MCO,F,1982,WGM,2268,2248,2206,wa,Dornbusch, Tatiana
13602888,NLD,F,1991,International_Master,2383,2328,2321,wa,Guramishvili, Sopiko
1004786,NLD,F,1968,Grand_Master,2358,1931,2133,wa,PGBR, Zhaoqin
1003259,NLD,F,1968,FIDE_Master,2346,1931,1925,wi,Schuurman, Petra
1017292,NLD,F,1993,WGM,2318,1931,2320,wa,Haast, Anne
1213261,NLD,F,1989,WGM,2300,2261,2255,wa,Werle, Iozefina
1008498,NLD,F,1986,WGM,2249,1931,1925,wi,De Jong-Muhren, Bianca
1002457,NLD,F,1967,WGM,2217,1931,1925,wa,Sziva, Erika
1005308,NLD,F,1974,International_Master,2214,1931,1925,wa,Lanchava, Tea
1033689,NLD,F,2000,FIDE_Master,2096,1917,2047,wa,Kazarian, Anna-Maja
14105870,NOR,F,1979,WGM,2208,2109,2099,wa,Dolzhikova, Olga
500755,NOR,F,1971,WGM,2197,2221,2222,wa,Koskela, Niina
3801934,PER,F,1993,WGM,2388,2340,2391,wa,Cori T., Deysi
5212499,PHL,F,1997,WGM,2179,2102,2113,wa,Frayna, Janelle Mae
1106619,POL,F,1978,Grand_Master,2428,2321,2289,wa,Socko, Monika
1122320,POL,F,1987,WGM,2419,2313,2257,wa,Zawadzka, Jolanta
1122681,POL,F,1987,International_Master,2411,2330,2304,wa,Cyfka, Karina
1108166,POL,F,1981,International_Master,2394,2381,1925,wi,Rajlich, Iweta
1101315,POL,F,1962,WGM,2344,2347,2279,wi,Brustman, Agnieszka
1119990,POL,F,1986,WGM,2338,2242,1925,wi,Zawadzka, Beata
1131044,POL,F,1992,International_Master,2336,2239,2272,wa,Kulon, Klaudia
1121979,POL,F,1988,WGM,2325,2217,2249,wa,Majdan, Joanna
1107445,POL,F,1978,International_Master,2322,2237,2228,wi,Dworakowska, Joanna
1130790,POL,F,1992,WGM,2279,2108,2062,wa,Warakomska, Anna
1102575,POL,F,1946,WGM,2241,1931,1895,wi,Erenska-Barlo, Hanna
1106660,POL,F,1977,WGM,2219,2150,1925,wi,Krupa, Monika
1123009,POL,F,1988,WGM,2192,2119,2058,wa,Bartel, Marta
1107453,POL,F,1977,WGM,2188,2040,1932,wa,Jaracz, Barbara
1104454,POL,F,1973,WGM,2187,2197,1925,wi,Dabrowska, Krystyna
21807558,POL,F,2003,FIDE_Master,1934,1968,1828,wa,Jarocka, Liwia
3101193,PRI,F,2000,FIDE_Master,2090,2014,2008,wa,Vazquez Maccarini, Danitza
8600546,QAT,F,1976,Grand_Master,2423,2404,2378,wi,Zhu, Chen
13903063,ROU,F,1993,International_Master,2434,2351,2335,wa,Bulmaga, Irina
1201930,ROU,F,1978,International_Master,2392,2355,2293,wa,Peptan, Corina-Isabela
1201590,ROU,F,1972,WGM,2311,2244,2079,wa,Cosma, Elena-Luminita
1210246,ROU,F,1985,International_Master,2287,2345,2249,wa,L'Ami, Alina
1208063,ROU,F,1983,WGM,2272,1931,1925,wi,Calotescu, Ana-Cristina
1204327,ROU,F,1977,WGM,2268,2185,2169,wa,Sandu, Mihaela
1200712,ROU,F,1964,WGM,2256,1931,1925,wi,Olarasu, Gabriela
1206729,ROU,F,1981,WGM,2244,2222,2193,wa,Voicu-Jagodzinsky, Carmen
1201573,ROU,F,1950,WGM,2206,1931,1925,wi,Juncu, Margareta
1204750,ROU,F,1973,WGM,2202,2165,2117,wa,Ionescu, Irina
1205480,ROU,F,1980,WGM,2170,2144,1925,wa,Ionica, Iulia-Ionela
14301504,ZAF,F,1994,WGM,2125,1931,1925,wi,Greeff, Melissa
4147103,RUS,F,1998,Grand_Master,2582,2502,2441,wa,Goryachkina, Aleksandra
14109336,RUS,F,1989,Grand_Master,2546,2521,2608,wa,Lagno, Kateryna
4198026,RUS,F,1993,International_Master,2494,2384,2364,wa,Kashlinskaya, Alina
4134974,RUS,F,1985,Grand_Master,2483,2516,2519,wi,Kosintseva, Nadezhda
4133471,RUS,F,1986,Grand_Master,2475,2496,2506,wi,Kosintseva, Tatiana
4147855,RUS,F,1985,WGM,2475,2499,2311,wa,Pogonina, Natalija
4128125,RUS,F,1984,Grand_Master,2471,2517,2521,wa,Kosteniuk, Alexandra
4195752,RUS,F,1991,WGM,2469,2471,2297,wa,Girya, Olga
24171760,RUS,F,2001,WGM,2454,2379,2319,wa,Shuvalova, Polina
4144228,RUS,F,1985,International_Master,2448,1931,1925,wi,Korbut, Ekaterina
4129725,RUS,F,1972,International_Master,2438,2356,2412,wi,Galliamova, Alisa
4167570,RUS,F,1989,Grand_Master,2431,2427,2476,wa,Gunina, Valentina
4181751,RUS,F,1992,International_Master,2411,2308,2415,wa,Bodnaruk, Anastasia
4100123,RUS,F,1996,WGM,2386,2248,2219,wa,Bivol, Alina
4116704,RUS,F,1974,International_Master,2384,2282,2177,wa,Kovalevskaya, Ekaterina
4120876,RUS,F,1979,International_Master,2381,2348,2388,wa,Turova, Irina
4119827,RUS,F,1969,International_Master,2380,2338,2231,wa,Matveeva, Svetlana
4149351,RUS,F,1986,International_Master,2378,2252,2259,wa,Guseva, Marina
4131827,RUS,F,1982,International_Master,2372,2235,2092,wa,Ovod, Evgenija
4166299,RUS,F,1989,International_Master,2371,2328,2262,wa,Ambartsumova, Karina
34127035,RUS,F,2004,WGM,2357,2236,2259,wa,Garifullina, Leya
4180917,RUS,F,1990,International_Master,2356,2275,2332,wa,Charochkina, Daria
4162340,RUS,F,1986,WGM,2353,2173,2124,wa,Tomilova, Elena
4104897,RUS,F,1956,WGM,2352,1931,1925,wi,Zaitseva, Ludmila G.
4164083,RUS,F,1987,WGM,2343,2315,2187,wa,Kovanova, Baira
4182146,RUS,F,1994,WGM,2343,2361,2356,wa,Voit, Daria
4139518,RUS,F,1969,International_Master,2336,2258,2342,wi,Zaiatz, Elena
4196872,RUS,F,1992,International_Master,2333,2220,2229,wa,Savina, Anastasia
24165956,RUS,F,1997,WGM,2325,2232,2200,wa,Chernyak, Viktoria
4108370,RUS,F,1965,WGM,2325,1931,1925,wi,Shumiakina, Tatiana
4119118,RUS,F,1974,WGM,2320,2349,2340,wi,Shadrina, Tatiana
4148827,RUS,F,1985,WGM,2319,1931,2290,wi,Karnaukhova, Elmira
4105621,RUS,F,1969,WGM,2316,2288,1925,wi,Demina, Julia
24173770,RUS,F,2002,FIDE_Master,2306,2219,2225,wa,Goltseva, Ekaterina
24153648,RUS,F,2001,WGM,2305,2213,2113,wa,Obolentseva, Alexandra
4106970,RUS,F,1965,WGM,2305,1931,1925,wi,Stepovaia, Tatiana
24142654,RUS,F,1993,WGM,2297,2135,2247,wa,Belenkaya, Dina
4109040,RUS,F,1963,WGM,2288,2260,1985,wi,Mikhaylova, Irina
4129903,RUS,F,1982,WGM,2288,2201,2235,wi,Sudakova, Irina
34124184,RUS,F,2000,FIDE_Master,2283,2119,2102,wa,Borisova, Ekaterina
4185641,RUS,F,1989,WGM,2278,2349,2307,wi,Ivakhinova, Inna
24174041,RUS,F,2002,WGM,2272,2356,2295,wa,Maltsevskaya, Aleksandra
4163117,RUS,F,1986,WGM,2271,1931,1925,wi,Kucherova, Lija
4119851,RUS,F,1976,WGM,2262,1931,1925,wi,Roschina, Tatiana
4127951,RUS,F,1981,WGM,2261,2271,2135,wi,Mirzoeva, Elmira
4108256,RUS,F,1962,WGM,2260,2248,1925,wi,Rubzova, Tatiana
4108752,RUS,F,1967,WGM,2259,2202,2156,wa,Grabuzova, Tatiana
4152654,RUS,F,1985,WGM,2259,1931,1925,wi,Meshcheriakova, Evgenia
4141296,RUS,F,1985,International_Master,2258,2176,2153,wi,Vasilevich, Irina
4132203,RUS,F,1980,WGM,2245,2161,2220,wi,Molchanova, Tatjana
4163591,RUS,F,1989,WGM,2237,2197,2208,wa,Nebolsina, Vera
4135504,RUS,F,1982,WGM,2235,2186,2179,wi,Zakurdjaeva, Irina
4109228,RUS,F,1968,WGM,2232,1931,2240,wi,Kryukova, Irina
4127609,RUS,F,1977,International_Master,2215,2160,1925,wi,Mashinskaya, Iulia
4136632,RUS,F,1984,WGM,2214,1931,1925,wi,Melnikova, Yana
4108868,RUS,F,1954,WGM,2211,1931,1925,wa,Alekhina, Natalia V
4108558,RUS,F,1957,WGM,2210,2184,2214,wa,Strutinskaia, Galina
4165012,RUS,F,1998,WGM,2209,2146,2145,wa,Paramzina, Anastasya
4142411,RUS,F,1987,WGM,2206,2134,2108,wi,Fominykh, Maria
4128524,RUS,F,1981,WGM,2201,2070,2033,wi,Chasovnikova, Eugenia
4155548,RUS,F,1984,WGM,2197,1931,1925,wi,Borisova, Elizaveta
4190360,RUS,F,1984,WGM,2195,2040,2020,wi,Fatianova, Tatiana
4109651,RUS,F,1970,WGM,2190,2237,2135,wi,Stjazhkina, Olga
4110579,RUS,F,1958,WGM,2182,2057,1958,wa,Bogumil, Tatiana
14101807,RUS,F,1976,WGM,2166,2211,2158,wi,Fomichenko, Svetlana
4106792,RUS,F,1947,WGM,2162,2123,2004,wa,Fatalibekova, Elena
4111443,RUS,F,1966,WGM,2162,1981,2125,wi,Gladisheva, Tatjana
4118367,RUS,F,1968,WGM,2142,2064,2007,wi,Semenova, Irina
24108065,RUS,F,1990,WGM,2141,2027,2138,wi,Severiukhina, Zoja
4107098,RUS,F,1938,WGM,2140,2060,2099,wa,Kozlovskaya, Valentina
4152280,RUS,F,1981,WGM,2132,2069,1983,wa,Iljushina, Olga
4108698,RUS,F,1952,WGM,2130,2033,1868,wa,Saunina, Ludmila
4140389,RUS,F,1981,WGM,2097,2009,2041,wa,Shaydullina, Sandugach
4109961,RUS,F,1956,WGM,2092,1996,2015,wa,Mednikova, Svetlana
24128511,RUS,F,2000,FIDE_Master,2041,2060,2070,wa,Martynyuk, Elizaveta
24173550,RUS,F,2000,FIDE_Master,2024,1965,1916,wa,Tishova, Svetlana
13600168,GBR,F,1968,Grand_Master,2380,2282,2177,wa,Arakhamia-Grant, Ketevan
8602425,SGP,F,1985,WGM,2333,2322,2257,wa,Gong, Qianyun
14609215,SVN,F,1999,WGM,2315,2187,2176,wa,Unuk, Laura
14601982,SVN,F,1980,WGM,2227,2179,2053,wa,Krivec, Jana
14603314,SVN,F,1984,WGM,2149,2094,2181,wa,Srebrnic, Ana
14602334,SVN,F,1981,WGM,2126,2100,2106,wa,Kaps, Darja
904180,SRB,F,1970,International_Master,2387,1931,1925,wi,Maric, Alisa
908550,SRB,F,1971,International_Master,2363,1931,1925,wa,Bojkovic, Natasa
928682,SRB,F,1987,WGM,2348,2263,2293,wa,Stojanovic, Andjelija
937266,SRB,F,1992,WGM,2303,2314,2218,wa,Rapport, Jovana
938238,SRB,F,1992,WGM,2292,2199,2233,wa,Eric, Jovana
908029,SRB,F,1970,WGM,2263,1931,1925,wi,Maric, Mirjana
4617304,SRB,F,1964,WGM,2256,1931,1925,wa,Belic, Jordanka
927007,SRB,F,1974,WGM,2238,2239,2136,wa,Manakova, Maria
928615,SRB,F,1961,WGM,2224,2283,2256,wa,Chelushkina, Irina
929700,SRB,F,1967,WGM,2216,2201,1925,wa,Prudnikova, Svetlana
909807,SRB,F,1929,WGM,2215,1931,1925,wi,Nedeljkovic, Verica
913464,SRB,F,1977,WGM,2180,2242,2204,wa,Benderac, Ana
910589,SRB,F,1967,WGM,2160,1931,1925,wi,Vuksanovic, Sanja
929239,SRB,F,1986,WGM,2133,2263,1925,wa,Dimitrijevic, Aleksandra
904562,SRB,F,1962,WGM,2110,2236,2163,wa,Maksimovic, Suzana
910805,SRB,F,1938,WGM,2040,1931,1925,wi,Konarkowska-Sokolov, Henrijeta
12506540,CHE,F,1994,WGM,2265,2188,2189,wa,Hakimifard, Ghazal
1308521,CHE,F,1986,WGM,2243,2213,2198,wi,Mueller-Seps, Monika
1300237,CHE,F,1948,WGM,2185,1931,1925,wi,Lematschko, Tatjana
1301446,CHE,F,1959,WGM,2092,2111,2133,wa,Hund, Barbara
4139690,SVK,F,1981,WGM,2342,2271,2354,wa,Movsesian, Julia
14900440,SVK,F,1975,International_Master,2300,2358,2285,wa,Repkova, Eva
14900866,SVK,F,1977,International_Master,2285,2305,1925,wa,Hagarova, Zuzana
14905779,SVK,F,1988,WGM,2256,2291,2234,wa,Cibickova, Zuzana
1700030,SWE,F,1963,Grand_Master,2464,2396,2320,wa,Cramling, Pia
14000059,TKM,F,1973,WGM,2139,2209,2163,wi,Geldiyeva, Mahri
4130189,TUR,F,1982,International_Master,2450,2419,2228,wa,Atalik, Ekaterina
6302920,TUR,F,1989,WGM,2362,2365,2253,wa,Yildiz Kadioglu, Betul Cemre
6302599,TUR,F,1991,WGM,2330,2293,2384,wa,Ozturk, Kubra
14114550,UKR,F,1992,Grand_Master,2544,2506,2326,wa,Muzychuk, Mariya
14111330,UKR,F,1990,Grand_Master,2535,2533,2505,wa,Muzychuk, Anna
14101602,UKR,F,1998,International_Master,2438,2356,2242,wa,Osmak, Iulija
14110911,UKR,F,1985,Grand_Master,2416,2376,2387,wa,Ushenina, Anna
14123622,UKR,F,1996,International_Master,2410,2213,2214,wa,Buksa, Nataliya
14101181,UKR,F,1976,International_Master,2396,2375,2326,wa,Gaponenko, Inna
14109956,UKR,F,1986,WGM,2389,1931,1925,wi,Zdebskaja, Natalia
14101610,UKR,F,1977,International_Master,2360,2193,2146,wi,Vasilevich, Tatjana
14102358,UKR,F,1978,International_Master,2353,2314,1925,wi,Kononenko, Tatiana
14110571,UKR,F,1985,WGM,2338,1931,2294,wi,Vozovic, Oksana
14101513,UKR,F,1979,Grand_Master,2328,2312,2369,wa,Zhukova, Natalia
14100380,UKR,F,1949,WGM,2326,1931,1925,wi,Litynska, Marta
14109395,UKR,F,1963,WGM,2325,1931,1925,wi,Struchkova, Svetlana
14137054,UKR,F,2003,FIDE_Master,2324,2169,2054,wa,Berdnyk, Mariia
14117665,UKR,F,1993,WGM,2281,2222,2142,wi,Malakhova, Elizaveta
14109190,UKR,F,1984,WGM,2235,2079,2240,wi,Hrabinska, Myroslava
14105551,UKR,F,1984,WGM,2232,2277,1925,wi,Cherednichenko, Svetlana
14109794,UKR,F,1985,WGM,2231,1931,2207,wi,Areshchenko, Kateryna
14112035,UKR,F,1984,WGM,2229,2234,2153,wa,Doluhanova, Evgeniya
14117258,UKR,F,1989,WGM,2228,2238,2304,wa,Babiy, Olga
14107244,UKR,F,1988,WGM,2227,2167,2203,wi,Arutyunova, Diana
14112116,UKR,F,1983,International_Master,2226,1931,1925,wi,Kostiukova, Liubov
14101530,UKR,F,1974,WGM,2225,1931,1925,wi,Lymar, Irina
14100460,UKR,F,1951,WGM,2209,1931,1925,wi,Semenova, Lidia K
14105071,UKR,F,1982,WGM,2204,1931,1925,wi,Karlovich, Anastazia
14103729,UKR,F,1983,WGM,2193,2152,2207,wa,Redko, Alyona
4137728,UKR,F,1982,WGM,2183,2179,2227,wa,Suleimanova, Ava
4124251,UKR,F,1960,WGM,2178,2117,2183,wa,Ruchieva, Natalia
14108917,UKR,F,1988,WGM,2138,2189,2205,wa,Kryvoruchko, Vita
14116553,UKR,F,1988,WGM,2128,2141,1925,wa,Huda, Maryana
14110563,UKR,F,1985,WGM,2076,2094,1961,wi,Vovk, Anastasiia
2012782,USA,F,1983,Grand_Master,2429,2392,2342,wa,Krush, Irina
2090732,USA,F,2003,International_Master,2421,1931,1708,wa,Yip, Carissa
14101572,USA,F,1978,International_Master,2420,2327,2331,wa,Zatonskih, Anna
2005956,USA,F,1954,WGM,2405,1931,1925,wi,Levitina, Irina
2053900,USA,F,2002,International_Master,2384,1931,2037,wa,Wang, Annie
13603620,USA,F,1993,International_Master,2374,2402,2314,wi,Paikidze, Nazi
13301918,USA,F,1988,WGM,2358,1931,2352,wa,Abrahamyan, Tatev
322750,USA,F,1990,WGM,2331,2276,2361,wi,Nemcova, Katerina
2011905,USA,F,1980,WGM,2322,1931,2294,wi,Shahade, Jennifer
2078341,USA,F,2002,FIDE_Master,2315,1862,1920,wa,Yu, Jennifer
3520498,USA,F,2002,FIDE_Master,2311,1936,2021,wa,Cervantes Landeiro, Thalia
2000784,USA,F,1957,WGM,2310,2287,1925,wi,Akhsharumova, Anna
13601105,USA,F,1980,International_Master,2278,1931,1925,wi,Goletiani, Rusudan
13503189,USA,F,1985,WGM,2276,2245,2261,wi,Sharevich, Anna
2801590,USA,F,1975,WGM,2275,1931,1925,wi,Gershnik, Anna
12500330,USA,F,1998,International_Master,2270,2029,2111,wa,Derakhshani, Dorsa
14107503,USA,F,1984,WGM,2267,1931,2321,wi,Rohonyan, Katerina
2072505,USA,F,2002,FIDE_Master,2242,2215,2144,wi,Gorti, Akshita
1212915,USA,F,1989,WGM,2228,2312,2240,wa,Foisor, Sabina-Francesca
2019558,USA,F,1953,WGM,2221,1931,1925,wi,Grinfeld, Alla B
3507041,USA,F,1987,WGM,2218,1931,2276,wi,Vigoa Apecheche, Yanira
2022613,USA,F,1991,FIDE_Master,2194,2139,2117,wa,Melekhina, Alisa
2008599,USA,F,1969,WGM,2153,1931,2236,wa,Belakovskaia, Anjelina
2078090,USA,F,2000,FIDE_Master,2138,1931,1860,wi,FGBR, Maggie
14203626,UZB,F,1999,WGM,2378,2330,2236,wa,Tokhirjonova, Gulrukhbegim
14201526,UZB,F,1990,WGM,2274,2325,2258,wi,Muminova, Nafisa
14201437,UZB,F,1990,WGM,2245,2126,2246,wa,Gevorgyan, Irina
14201780,UZB,F,1994,WGM,2234,2129,2054,wa,Kurbonboeva, Sarvinoz
14200627,UZB,F,1969,WGM,2118,1931,1925,wi,Krjuchkova, Elena
3900754,VEN,F,1981,International_Master,2112,2087,1989,wi,Sanchez Castillo, Sarai Carolina
12401226,VNM,F,1987,International_Master,2366,2377,2325,wa,Pham, Le Thao Nguyen
12401838,VNM,F,1993,WGM,2344,2208,2291,wa,Vo, Thi Kim Phung
12401102,VNM,F,1987,WGM,2288,2322,2280,wa,Hoang, Thi Bao Tram
12400300,VNM,F,1976,WGM,2285,2220,2119,wa,Nguyen, Thi Thanh An
12401676,VNM,F,1994,WGM,2258,2271,2129,wa,Nguyen, Thi Mai Hung
12401005,VNM,F,1985,WGM,2173,2178,2191,wa,Le, Thanh Tu